spec_code,box,square,locus,basket,layer,taxon,element,zone,,sub.element,side,DR<50%,DR>50%,feature,scan_site,epifusion,TWS,length(mm),colour,Mn_stain,ToolMarks,Binford_code,burn,animal_mod,pit_mm,wthr,frctr,abrasion,trampling,rootetch,MWII,MWS_location,crown_height,notes,length,breadth,depth,other
NR-0789,7,,208,2078,5,gazella,pelvis,PU1,,pubis,,"3,8",,,,,,12.4,gray_white,,,,3,,,,,,,,,,,right,,,,
NR-0790,7,,208,2078,5,gazella,pelvis,IS1,,ischium,,,,,,,,,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0791,7,,208,2078,5,gazella,phalanx_1,"PH11,PH12",,,,,,,,pF,,14.6,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0792,7,,208,2078,5,bovid_2,rib,RI2,,,,1,,,,,,11.4,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0793,7,,208,2078,5,bovid_2,maxilla,P2-P4,,P3?P4?P2?,,,,,,,,20.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0794,7,,208,2078,5,alectoris,femur,,,,,,,,,pF,,35.5,reddish,,,,,,,,,,,,,,,right,GL=35.5,Bd=10.8 Dd=2.8,,
NR-0795,7,,208,2078,5,bovid_4,rib,"RI2,RI3",,,,,,,,,,49.2,reddish_black,,,,2,,,,,,,,,,,patology (special bag),,,,
NR-0796,7,,208,2078,5,bovid_2,tibia,TI2,,,,7,,,,,,46.7,reddish,,,,,,,,green-2,,,,,,,right,,,,
NR-0797,7,,208,2078,5,bovid_2,vert_t,TH2,,,,4,,,,,,30.4,black,,,,2,,,,,,,,,,,,,,,
NR-0798,7,,208,2078,5,capra,metatarsal,MP6,,,,3,,,,dUM,,16.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0799,7,,208,2078,5,capra,calcaneus,CA1,,,,,1,,,pF,,14.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0800,7,,208,2078,5,gazella,coracoid,,,,,,,,,,,11.6,black,,,,2,,,,,,,,,,,,,,,
NR-0801,7,,210,2029,5,rodentia,humerus,,,,,,"7,8,4,6,5,3",,,dF,,5.3,light,,,,,,,,,,,,,,,,,,,
NR-0802,7,,210,2029,5,aves,humerus,,,,,,,,,pUE,,6.2,black,,,,2,,,,,,,,,,,,,,,
NR-0803,7,,210,2029,5,rodentia,phalanx_1,,,,,"1,2,3",,,,,,6.2,black,,,,2,,,,,,,,,,,,,,,
NR-0804,7,,210,2029,5,passeriformes,tibiotarsus,,,,,,,,,pF,,15.8,light,,,,,,,,,,,,,,,,,,,
NR-0805,7,,210,2029,5,reptilia,,,,,,,,,,,,5.3,gray_white,,,,3,,,,,,,,,,,(special bag),,,,
NR-0806,7,,210,2029,5,rodentia,maxilla,,,?,,,,,,,,4.6,light,,,,,,,,,,,,,,,(special bag),,,,
NR-0807,7,,210,2029,5,rodentia,mandible,,,,,,,,,,,7.3,light,,,,,,,,,,,,,,,,,,,
NR-0808,7,,208,2072,5,capra,metatarsal,"MP1,MP2",,,,"1,5",,,,,,30.9,light,,,,,,,,mixed-2,,,,,,,left ,,,,
NR-0809,7,,208,2072,5,capra,phalanx_2,"PH21,PH22",,,,2,1,,,pF,,6.6,light,,,,,,,,,,,,,,,,,Bp=11.6,,
NR-0810,7,,208,2072,5,gazella,phalanx_1,"PH12,PH13",,,,3,2,,,dF,,15.9,light,,,,,,,,,,,,,,,,,Bd=8.3 Dd=9.3,,
NR-0811,7,,208,2072,5,capra,phalanx_3,"PH31,PH32",,,,2,1,,,pF,,30.1,light,,,,,,,,dry-2,,,,,,,,,Bp=8.2,,
NR-0812,7,,208,2072,5,capra,mandible,"m3,DN4",,M3,,1,,,,,slight_wear,35.4,light,,,,,,,,,,,,1,,,left ,,,,
NR-0813,7,,208,2072,5,rodentia,femur,,,,,,"7,8,9,10",,,dF,,12.3,reddish,,,,,,,,,,,,,,,,,Bd=3.6,,
NR-0814,7,,208,2072,5,rodentia,tibia,,,,,,"5,6,7,8",,,pUM,,13.1,black,,,,2,,,,,,,,,,,,,,,
NR-0815,7,,208,2072,5,capra,mandible,DN7,,,,,"5,3",,,,,32.7,light,,,,,,,,,,,,,,,,,,,
NR-0816,7,,208,2072,5,capra,maxilla,m1,,M1,,,,,,,late_wear,21.8,reddish_black,,,,,,,,,,,,4,,,,,,,
NR-0817,7,,208,2072,5,lepus,astragalus,,,,,,"1,2,3,4",,,,,11.1,light,,,,,,,,,,,,,,,left (special bag),,,,
NR-0818,7,,208,2072,5,lepus,tarsal,,,,,,,,,,,17.9,light,,,,,,,,,,,,,,,left (special bag),,,,
NR-0819,7,,208,2072,5,bovid_2,phalanx_2,PH21,,,,1,,,,pF,,10.5,light,,,,,,,,,,,,,,,,,,,
NR-0820,7,,212,2049,7a,gazella,phalanx_2,"PH22,PH23",,,,2,3,,,dF,,21.8,reddish,,,,,,,,green-2,,,,,,,,,Bd=7.5 Dd=10.4,,
NR-0821,7,,212,2049,7a,capra,phalanx_1,PH11,,,,,1,,,dF,,17.9,reddish,,,,,,,,,,,,,,,,,Bd=11.7 Dd=9.7,,
NR-0822,7,,212,2049,7a,gazella,phalanx_2,"PH21,PH22",,,,2,1,,,dF,,15.7,reddish,,,,,,,,,,,,,,,,,Bd=7.8,,
NR-0823,7,,212,2049,7a,gazella,phalanx_2,"PH21,PH22",,,,2,1,,,,,16,reddish,,,,,,,,,,,,,,,,,Bd =7.4 Dd=10.5,,
NR-0824,7,,212,2049,7a,capra,phalanx_1,PH13,,,,3,,,,pUE,,12,black,,,,2,,,,,,,,,,,,,,,
NR-0825,7,,212,2049,7a,gazella,phalanx_1,PH13,,,,3,,,,pUE,,11.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0826,7,,212,2049,7a,gazella,phalanx_2,PH23,,,,3,,,,pUE,,11.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0827,7,,212,2049,7a,gazella,scapula,"SP1,SP2",,,,"2,3,5",,,,pF,,32.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0828,7,,212,2049,7a,bovid_2,vert_c,"CE1,CE2",,,,"3,2",,,,,,32.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0829,7,,212,2049,7a,bovid_2,vert_t,TH2,,,,4,,,,,,22.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0830,7,,212,2049,7a,bovid_2,vert_t,TH1,,,,2,,,,,,21,reddish,,,,,,,,,,,,,,,,,,,
NR-0831,7,,212,2049,7a,bovid_2,vert_c,CE1,,,,,,,,,,37.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0832,7,,212,2049,7a,bovid_2,vert_c,CE1,,,,,,,,,,20.8,reddish,,,,,,,,,,,,,,,,,,,
NR-0833,7,,212,2049,7a,bovid_2,vert_l,LU1,,,,,,,,,,36.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0834,7,,212,2049,7a,gazella,pelvis,PU1,,pubis,,,"8,9",,,,,28.1,reddish,,,,,,,,,,,,,,,female left ,,,,
NR-0835,7,,212,2049,7a,gazella,phalanx_1,PH13,,,,,3,,,,,11.8,reddish,,,,,,,,,,,,,,,,,Bd=8.8,,
NR-0836,7,,212,2049,7a,gazella,phalanx_1,PH13,,,,,3,,,,,11.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0837,7,,212,2049,7a,capra,metapodial,MP6,,,,4,,,,,,21.1,light,,,,,,,,,,,,,,,,,,,
NR-0838,7,,212,2049,7a,capra,metapodial,MP6,,,,4,,,,,,20.4,light,,,,,,,,,,,,,,,,,,,
NR-0840,7,,212,2049,7a,bovid_2,rib,RI2,,,,,1,,,,,23.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0841,7,,212,2049,7a,bovid_2,metapodial,"MP1,MP2",,,,,"1,2,5,6",,,pF,,31.9,reddish,1,,,,,,,green-2,,,,,,,,,,,
NR-0842,7,,212,2049,7a,bovid_2,tarsal,NC1,,naviculo cuboid,,,,,,,,18,reddish_black,,,,1,,,,,,,,,,,,,,,
NR-0843,7,,212,2049,7a,bovid_2,carpal,,,uncifor,,,,,,,,19.2,black,,,,2,,,,,,,,,,,,,,,
NR-0844,7,,212,2049,7a,capra,maxilla,M2,,M2,,,,,,,slight_wear,33.7,reddish,,,,,,,,,,,,2,,25.4,right,,,,
NR-0845,7,,212,2049,7a,agamidae,mandible,,,,,,,,,,,17.6,reddish,,,,,,,,,,,,,,,(special bag) right,,,,
NR-0848,7,,211,2037,7a,capra,phalanx_2,PH23,,,,,3,,,pF,,21.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0849,7,,211,2037,7a,lepus,phalanx_1,"PH12,PH13",,,,,"3,2",,,dF,,7.8,light,,,,,,,,,,,,,,,(special bag),,Bd=3.1 Dd=2.3,,
NR-0850,7,,211,2037,7a,passeriformes,tibiotarsus,,,,,,"1,2,3,7",,,pF,,7.1,light,,,,,,,,green-2,,,,,,,,,,,
NR-0851,7,,211,2037,7a,gazella,phalanx_1,"PH12,PH13",,,,,"3,2",,,,,20.1,reddish,,,,,,,,,,,,,,,,,Bd=9.9 Dd=9.2,,
NR-0852,7,,211,2037,7a,microtus,maxilla,,,front teeth,,,,,,,,10.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0853,7,,211,2037,7a,rodentia,pelvis,,,,,,"8,3,2,1,6,4,5",,,,,10.9,light,,,,,,,,,,,,,,,left,,,,
NR-0854,7,,211,2037,7a,bovid_2,rib,RI3,,,,2,,,,,,38.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0855,7,,211,2037,7a,passeriformes,radius,,,,,6,"1,5",,,pF,,10.1,light,,,,,,,,,,,,,,,,,,,
NR-0856,7,,211,2037,7a,rodentia,phalanx_1,,,,,,"1,2,3",,,pUM,,4.5,light,,,,,,,,,,,,,,,,,,,
NR-0857,7,,211,2036,7a,capra,phalanx_1,"PH12,PH13",,,,2,3,,,dF,,21.2,black,,,,2,,,,,,,,,,,,,Bd=13.6 Dd=10.5,,
NR-0858,7,,211,2036,7a,capra,metapodial,MP6,,,,"3,4",,,,dF,,17.4,black,,,,2,,,,dry-2,,,,,,,,,,,
NR-0859,7,,211,2036,7a,capra,phalanx_1,PH11,,,,1,,,,pF,,15.5,light,,,,,,,,dry-2,,,,,,,,,,,
NR-0860,7,,211,2036,7a,capra,phalanx_1,PH13,,,,3,,,,dF,,16.4,light,,,,,,,,green-2,,,,,,,,,,,
NR-0861,7,,211,2036,7a,capra,maxilla,M1,,M1,,,,,,,slight_wear,16.4,light,,,,,,,,,,,,2,,,right,,,,
NR-0862,7,,211,2036,7a,gazella,mandible,M1,,M1,,1,,,,,late_wear,9.2,light,,,,,,,,,,,,4,,,left,,,,
NR-0863,7,,211,2036,7a,rodentia,metapodial,,,,,,,,,dF,,14.7,reddish,,,,,,,,,,,,,,,left,,Bd=2.5 BP=3.7,,
NR-0864,7,,211,2036,7a,gazella,mandible,"p2,DN4",,P2,,1,,,,,,13.7,black,,,,2,,,,,,,,,,,,,,,
NR-0865,7,,211,2036,7a,passeriformes,,,,beak,,,,,,,,7.1,reddish,,,,,,,,,,,,,,,(special bag),,,,
NR-0866,7,,211,2036,7a,bovid_2,radius,"RA2,RA3",,,,"6,5",,,,,,53.9,light,,,,,,,,green-2,,,,,,,left,,,,
NR-0867,7,,211,2036,7a,passeriformes,tarsometatarsus,,,,,,,,,pF,,9.5,light,,,,,,,,,,,,,,,,,,,
NR-0868,7,,211,2036,7a,bovid_2,vert_t,"TH1,TH2",,,,"1,3",,,,,,25.7,light,,,,,,,,,,,,,,,,,,,
NR-0869,7,,211,2036,7a,rodentia,femur,,,,,,,,,dF,,23.1,reddish_black,,,,,,,,,,,,,,,,,,,
NR-0870,7,,212,2062,7a,gazella,phalanx_1,"PH12,PH13",,,,,"3,2",,,dF,,25.9,reddish,1,,,,,,,green-2,,,,,,,,,Bd=8.9 Dd=9.3,,
NR-0871,7,,212,2062,7a,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,14.6,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0872,7,,212,2062,7a,gazella,phalanx_1,"PH12,PH13",,,,,"3,2",,,dF,,19.8,reddish,,,,,,,,green-2,,,,,,,,,Bd=9.6 Dd=10/4,,
NR-0873,7,,212,2062,7a,bovid_2,maxilla,M1-M3,,"M1?,M2?,M3?",,,,,,,,22.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0874,7,,212,2062,7a,gazella,phalanx_2,"PH22,PH23",,,,,"3,2",,,dF,,14.8,reddish,,,,,,,,green-2,,,,,,,,,Bd=7.6 Dd=9.9,,
NR-0875,7,,212,2062,7a,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,18.9,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0876,7,,212,2062,7a,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,22.2,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0877,7,,212,2062,7a,capra,ulna,UL2,,,,C,,,,,,39.4,reddish,,,,,,,,dry-2,,,,,,,left,,,,
NR-0878,7,,212,2062,7a,capra,scapula,SP1,,,,"1,2",,,,pF,,20.5,reddish,,,,,,,,dry-2,,,,,,,,,,,
NR-0879,7,,212,2062,7a,capra,maxilla,M1,,M1,,,,,,,,20.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0880,7,,212,2062,7a,capra,tibia,TI5,,,,,"5,6",,,dUE,,23.9,reddish,,,,,,,,,,,,,,,right,,,,
NR-0881,7,,212,2062,7a,gazella,mandible,"p3, DN4",,P3,,1,,,,,active_wear,40.2,reddish,,,,,,,,,,,,3,,,,,,,
NR-0882,7,,212,2062,7a,gazella,phalanx_3,"PH31,PH32",,,,,"1,2",,,,,21.1,reddish,,,,,,,,,,,,,,,,,21.5 Bp=7.1,,
NR-0883,7,,212,2062,7a,bovid_2,radius,"RA2,RA3",,,,"6,5",,,,,,54.6,reddish,1,,,,,,,dry-2,,,,,,,,,,,
NR-0884,7,,212,2062,7a,gazella,pelvis,PU1,,pubis,,,"8,9",,,,,38.3,reddish,,,,,,,,,,,,,,,left male,,,,
NR-0885,7,,212,2062,7a,gazella,mandible,DN2,,,,"2,7",,,,,,46.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0886,7,,212,2062,7a,bovid_2,cranium,CR4,,petrosal petrous,,,,,,,,13.6,reddish,,,,,,,,,,,,,,,broken,,,,
NR-0887,7,,212,2062,7a,bovid_2,rib,RI3,,,,2,,,,,,41.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0888,7,,212,2062,7a,equus,mandible,DN4,,,,1,,,,,,41.4,reddish,,,,,,,,,,,,,,,(special bag),,,,
NR-0889,7,,212,2062,7a,gazella,phalanx_3,"PH31,PH32",,,,1,2,,,,,19.2,reddish,1,,,,,,,,,,,,,,,,,,
NR-0890,7,,212,2062,7a,capra,carpal,intermediate,,intermediate carpal,,,,,,,,17.7,reddish,1,,,,,,,,,,,,,,left,,,,
NR-0891,7,,212,2061,7a,gazella,femur,FE1,,,,,"4,5",,,pF,,33.3,reddish,,,,,,,,green-2,,,,,,,left,,,,
NR-0892,7,,212,2061,7a,capra,humerus,HU1,,,,,2,,,pF,,31.5,reddish,,,,,,,,dry-2,,,,,,,right,,,,
NR-0893,7,,212,2061,7a,capra,femur,FE3,,,,,4,,,pUE,,23.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0894,7,,212,2061,7a,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,23,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0895,7,,212,2061,7a,capra,scapula,SP1,,,,"1,2",,,,pF,,22.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0896,7,,212,2061,7a,gazella,radius,"RA2,RA3",,,,"5,6",,,,,,56.9,reddish,,,,,,,,,,,,,,,left,,,,
NR-0897,7,,212,2061,7a,gazella,phalanx_1,"PH12,PH13",,,,"2,3",,,,dF,,18.5,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0898,7,,212,2061,7a,bovid_2,rib,"RI2,RI3",,,,2,1,,,,,20.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0899,7,,212,2061,7a,rodentia,femur,FE6,,,,,,,,dUE,,4.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0900,7,,212,2061,7a,capra,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,16.7,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0901,7,,212,2061,7a,bovid_2,pelvis,"AC1,IS1",,ischium,,5,1,,,,,21.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0902,7,,212,2061,7a,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,13.6,black,,,,,,,,green-2,,,,,,,,,,,
NR-0903,7,,212,2061,7a,gazella,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,12.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0904,7,,212,2061,7a,bovid_2,radius,"RA1,RA2",,,,"2,5",,,,pF,,25.1,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0905,7,,212,2061,7a,bovid_2,ulna,UL1,,,,,"A,B",,,,,30,reddish_black,,,,1,,,,mixed-2,,,,,,,right,,,,
NR-0906,7,,212,2061,7a,bovid_2,ulna,UL2,,,,C,,,,,,17.8,reddish,,,,,,,,,,,,,,,right,,,,
NR-0907,7,,212,2061,7a,bovid_2,mandible,DN7,,,,5,,,,,,19.2,reddish,,,,,,,,,,,,,,,left ,,,,
NR-0908,7,,212,2061,7a,lepus,phalanx_1,"PH12,PH13",,,,,"2,3",,,,,14.7,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0910,7,,212,2061,7a,lepus,phalanx_1,"PH12,PH13",,,,,"2,3",,,,,12.5,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0911,7,,212,2061,7a,colubridae,vertebra,,,vert ,,,,,,,,1.3,gray_white,,,,,,,,,,,,,,,young (special bag),,,,
NR-0912,7,,212,2061,7a,bovid_2,carpal,,,,,,,,,,,13.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0913,7,,212,2061,7a,bovid_2,carpal,,,,,,,,,,,14.8,reddish_black,,,,,,,,,,,,,,,,,,,
NR-0914,7,,211,2048,7a,bovid_2,vert_t,"TH1,TH2",,,,"2,3",,,,,,17.7,light,,,,,,,,,,,,,,,,,,,
NR-0915,7,,211,2048,7a,lepus,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,6.1,gray_white,,,,3,,,,,,,,,,,,,,,
NR-0916,7,,211,2048,7a,equus,sesamoid,NC1,,"navicular ,sesamoids",,,,,,,,37.1,reddish,,,,,,,,,,,,,,,navicular bone one of the sesamoids of the foot (special bag),,,,
NR-0917,7,,210,2060,5,gazella,phalanx_2,"PH22,PH23",,,,"2,3",,,,dF,,20.3,reddish,,,,,,,,mixed-2,,,,,,,broken in half (special bag),,,,
NR-0918,7,,210,2060,5,bovid_2,vert_l,"LU1,LU2",,,,"4,2",,,,,,33.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0919,7,,210,2060,5,bovid_2,vert_l,"LU1,LU2",,,,"4,2",,,,,,24.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0920,7,,210,2060,5,bovid_2,vert_t,TH1,,,,2,,,,,,16.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0922,7,,208,2045,5,bovid_2,cranium,CR4,,petrosal petrous,,,,,,,,23.3,reddish,,,,,,,,,,,,,,,(special bag),,,,
NR-0923,7,,208,2045,5,bovid_2,mandible,"DN2,DN4",,,,"1,2",,,,,,53.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0924,7,,208,2045,5,bovid_2,radius,"RA1,RA2",,,,"2,5",,,,,,36.5,reddish,,,,,,,,mixed-2,,,,,,,right,,,,
NR-0925,7,,208,2045,5,bovid_2,femur,"FE4,FE5",,,,,"6,8,7",,,,,104.1,reddish,2,,,,,,,green-2,,,,,,,right,,,,
NR-0926,7,,208,2045,5,bovid_2,femur,FE1,,,,,4,,,pUE,,18.1,reddish,,,,,,,,,,,,,,,,,,,
NR-0927,7,,208,2045,5,bovid_4,vert_l,LU1,,,,2,,,,,,25.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0928,7,,208,2045,5,gazella,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,17.4,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0929,7,,208,2045,5,capra,maxilla,P4,,P4,,,,,,,late_wear,26.2,reddish,,,,,,,,,,,,4,,12.8,right,,,,
NR-0930,7,,208,2045,5,lepus,humerus,,,,,,"6,5,3,4,8,7",,,dF,,56.1,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0931,7,,208,2045,5,capra,maxilla,M1,,M1,,,,,,,slight_wear,27.9,reddish,,,,,,,,,,,,,,22.7,left ,,,,
NR-0932,7,,208,2045,5,passeriformes,tibiotarsus,,,,,,,,,dF,,23.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0933,7,,208,2025,5,capra,humerus,HU5,,,,6,5,,,dF,,22.3,reddish_black,,,,1,,,,mixed-2,,,,,,,left ,,,,
NR-0934,7,,208,2025,5,gazella,radius,RA1,,,,,1,,,,,25.1,reddish,1,cut,RCp6,1,,,,green-2,,,,,,,right,,,,
NR-0935,7,,208,2025,5,bovid_2,femur,"FE1,FE3",,,,5,2,,,,,42.4,reddish,,,,,,,,dry-2,,,,,,,left ,,,,
NR-0936,7,,208,2025,5,bovid_2,rib,RI2,,,,,1,,,,,22.3,reddish,,,,,,,,,,,,,,,,,,,
NR-0937,7,,208,2025,5,bovid_2,rib,RI3,,,,2,,,,,,20.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0938,7,,208,2025,5,bovid_2,femur,FE5,,,,"8,7",,,,,,38.3,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0939,7,,210,2038,5,bovid_2,femur,FE5,,,,"7,8",,,,,,42.9,reddish,1,,,,,,,green-2,,,,,,,,,,,
NR-0940,7,,210,2038,5,gazella,phalanx_3,"PH31,PH32",,,,2,1,,,,,16.8,reddish,,,,,,,,,,,,,,,,,Bp=6.4,,
NR-0941,7,,210,2047,5,rodentia,tibia,,,,,7,"1,2,3,",,,pF,,7.9,light,,,,,,,,green-2,,,,,,,,,,,
NR-0942,7,,210,2047,5,rodentia,femur,,,,,5,4,,,,,5.9,light,,,,,,,,dry-2,some,,,,,,,,,,
NR-0943,7,,210,2047,5,bovid_2,rib,RI2,,,,,1,,,,,6.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0944,7,,210,2047,5,bovid_2,radius,RA1,,,,2,,,,,,16.1,black,,,,2,,,,dry-2,,,,,,,,,,,
NR-0945,7,,208,2066,5,lepus,metapodial,MP4,,,,,,,,dF,,12.7,black,,,,2,,,,green-2,,,,,,,,,Bd=3.6 Dd=3.2,,
NR-0947,7,,208,2066,5,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,26.6,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0948,7,,208,2066,5,bovid_2,vert_t,"TH1,TH2",,,,"4,2",,,,,,31.9,reddish,,,,,,,,,,,,,,,,,,,
NR-0950,7,,208,2066,5,bovid_2,humerus,HU5,,,,6,,,,dF,,16.6,reddish,1,,,,,,,dry-2,,,,,,,,,,,
NR-0951,7,,208,2085,5,capra,phalanx_1,"PH11,PH12",,,,"1,2",,,,pF,,25.1,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0952,7,,208,2085,5,capra,phalanx_1,"PH12,PH13",,,,"2,3",,,,dF,,16.4,black,,,,2,,,,green-2,,,,,,,broken in half,,,,
NR-0953,7,,208,2085,5,capra,phalanx_1,"PH12,PH13",,,,"2,3",,,,dF,,19.6,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0954,7,,208,2085,5,capra,phalanx_1,"PH12,PH13",,,,"2,3",,,,dF,,17.4,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0955,7,,208,2085,5,bovid_2,vert_t,TH1,,,,,1,,,,,18.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0956,7,,208,2085,5,bovid_2,metatarsal,"MP1,MP2",,,,"1,5",,,,pF,,17.2,gray_white,,,,3,,,,dry-2,,,,,,,,,,,
NR-0957,7,,208,2085,5,bovid_2,atlas,AT1,,,,,,,,,,24.2,reddish,,,,,,,,,,,,,,,,,,,
NR-0958,7,,210,2071,5,bovid_2,femur,"FE4,FE5",,,,"6,8",,,,,,78.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0960,7,,210,2071,5,bovid_2,mandible,DN8,,,,4,,,,,,26.4,reddish_black,,,,1,,,,,,,,,,,,,,,
NR-0961,7,,208,2052,5,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,22.3,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0962,7,,208,2052,5,gazella,phalanx_1,"PH12,PH13",,,,"3,2",,,,dF,,21.7,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0963,7,,208,2052,5,gazella,phalanx_2,"PH22,PH23",,,,"3,2",,,,dF,,19.6,reddish,,,,,,,,green-2,,,,,,,broken in half,,,,
NR-0964,7,,208,2052,5,bovid_2,femur,FE1,,,,5,4,,,,,22,reddish,,,,,,,,dry-2,,,,,,,right,,,,
NR-0965,7,,208,2052,5,bovid_2,vert_t,"TH1,TH2",,,,"2,3",,,,,,19.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0967,7,,208,2052,5,bovid_2,vert_l,LU1,,,,,,,,,,20.7,reddish,,,,,,,,,,,,,,,,,,,
NR-0968,7,,208,2052,5,bovid_2,vert_l,LU1,,,,,,,,,,18.5,reddish,,,,,,,,,,,,,,,,,,,
NR-0969,7,,208,2052,5,bovid_2,metatarsal,"MP1,MP2",,,,"5,1",,,,pF,,48.4,reddish,,,,,,,,,,,,,,,,,,,
NR-0970,7,,210,2060,5,capra,maxilla,M2,,M2,,,,,,,slight_wear,37.1,reddish,,,,,,,,,,,,2,,30.2,right probebly belong to one maxsila,,,,
NR-0971,7,,210,2060,5,capra,maxilla,M3,,M3,,,,,,,slight_wear,42.1,reddish,,,,,,,,,,,,2,,,right probebly belong to one maxsila,,,,
NR-0972,7,,210,2060,5,capra,maxilla,M3,,M3,,,,,,,slight_wear,36.4,reddish,,,,,,,,,,,,2,,,left probebly belong to one maxsila,,,,
NR-0973,7,,210,2060,5,capra,maxilla,P3,,P3,,,,,,,slight_wear,23.3,reddish,,,,,,,,,,,,2,,,right probebly belong to one maxsila,,,,
NR-0975,7,,203,2020,4,bovid_2,vert_t,"TH2,TH3",,,,"2,3",,,,,,14.2,,,,,,,,,,,,,,,,,,,,
NR-0976,7,,201,2014,4,lepus,calcaneus,,,,,,"1,2,3,4,5",,,pF,,23.9,gray_white,,,,3,,,,,,,,,,,left ,GL=24.1,GB=9.6,,
NR-0977,7,,201,2014,4,capra,metatarsal,"MP1,MP2",,,,"1,5",,,,dF,,45.5,light,,,,,,,,green-2,,,,,,,left ,,,,
NR-0978,7,,201,2014,4,capra,phalanx_3,"PH31,PH32",,,,2,1,,,pF,,30.6,light,,,,,,,,,,,,,,,,10.7,,,
NR-0979,7,,201,2014,4,bovid_2,radius,"RA2,RA3,RA4",,,,"5,7,8,",,,,,,81.9,reddish,,,,,,,,green-2,,,,,,,,,,,
NR-0980,7,,201,2014,4,bovid_2,metapodial,MP6,,,,3,,,,,,9.6,reddish,,,,,,,,,,,,,,,,,,,
NR-0981,7,,201,2015,4,equus,maxilla,tooth_fragment,,teeth,,,,,,,,,,,,,,,,,,,,,,,,broken right,,,,
